ID	Pc1.A	Pc1.R	Pc1.N	Pc1.D	Pc1.C	Pc1.Q	Pc1.E	Pc1.G	Pc1.H	Pc1.I	Pc1.L	Pc1.K	Pc1.M	Pc1.F	Pc1.P	Pc1.S	Pc1.T	Pc1.W	Pc1.Y	Pc1.V	Pc2.Hydrophobicity.1	Pc2.Hydrophilicity.1	Pc2.Hydrophobicity.2	Pc2.Hydrophilicity.2	Pc2.Hydrophobicity.3	Pc2.Hydrophilicity.3	Pc2.Hydrophobicity.4	Pc2.Hydrophilicity.4
1|1	0.0921968953248426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22782167722414254	0.07738894379953369	0.19157571945232668	0.6564241574383456	0.0	0.44039564227240335	0.0	0.11810718237421373	0.0	0.14418089486388794	0.0	0.0	0.3357685231587855	0.4720628952160335	0.3346250763604266	0.33215440026440785	0.619875850002951	0.6949975828265093	0.3786815731228293	0.3883069848963014
3|1	0.08188027422551954	0.0	0.14359884805524448	0.0	0.6413496311721317	0.0	0.08407541753659199	0.22729746654156793	0.0	0.137458597016807	0.2552082538425946	0.2498450571306423	0.0	0.0	0.10743920416173257	0.3146737787665491	0.23975274245584374	0.0	0.46725518456922444	0.37584378540498714	0.5140515301679374	0.6218015226611914	0.44571925119864453	0.38970633804947097	0.47886454013770746	0.5742368998157791	0.488177048942651	0.5285894673535066
4|1	0.3105289175847245	0.19354375083360065	0.13614877110142415	0.0	0.0	0.10785406181170237	0.15942697218632831	0.3232575103826329	0.0	0.2606541670022911	0.16131183318983255	0.39480467003253844	0.0	0.0	0.05093256600884228	0.39779751121146395	0.1136570442438421	0.12140413476161846	0.0	0.0	0.5059555041801148	0.6558562469642545	0.3941860491185534	0.36660774231482285	0.5251659470837736	0.6487939502537826	0.5593142004749929	0.5953778629856945
7|1	0.1150844762421138	0.7890173161536915	0.10091562573356683	0.23792594234638428	0.0	0.07994313902052465	0.059084898551915704	0.15973572472442313	0.14218883568455515	0.14490074800327749	0.05978344296789037	0.0	0.1692053185879904	0.0	0.0	0.07371345410318679	0.0	0.0	0.0	0.08804274615449342	0.7427176486757856	0.7467656397981117	0.5054213027680425	0.42591593422072344	0.7727856993899843	0.7749414055364933	0.6964823936378941	0.6565139158944829
8|1	0.15370878927059758	0.0	0.0	0.0	0.0	0.0	0.0	0.10667287914226846	0.18990983401522482	0.0	0.3992389302658857	0.07816978631308567	0.0	0.24473955344965007	0.0	0.0984529465061629	0.0	0.0	0.0	0.0	0.543112587033138	0.6445935079724107	0.39411923454775	0.3157898972081807	0.5912817754336529	0.6557501228861852	0.5815850855883918	0.5729077987799724
9|1	0.3325676542146101	0.3109197930901196	0.14581146832178268	0.11459187069457853	0.0	0.0	0.17074176077040903	0.576999359519529	0.0	0.41872981857268116	0.08638019669515007	0.5919544292676678	0.2444822174150521	0.1323809451146503	0.054547332121073606	0.10650746006602707	0.0	0.13002038143069217	0.0	0.2544232768424203	0.41535197137103397	0.5621057195394071	0.3220338986116217	0.2874099768667569	0.5863370627890843	0.7103783979469993	0.5218408807009127	0.5686203590915302
11|1	0.25152168679665166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34842422792478905	0.3411020992497373	0.0	0.26698670736018154	0.0	0.0	0.0	0.0	0.0	0.0	0.45146772673829844	0.5983246062400057	0.24473956010761633	0.18335863104027783	0.5125947422805146	0.6138978106428462	0.6351613152623492	0.6506693812583905
12|1	0.2524860445322368	0.41964612268206986	0.14760048736929393	0.11599784404991247	0.10987033138629958	0.7015551573200518	0.43209164879246537	0.2336315178965388	0.6239016394028659	0.14128912722875492	0.699520238181701	0.17120495834388444	0.24748186722838553	0.13400517971748002	0.11043319017949207	0.21562848512736255	0.12321694120064679	0.0	0.0	0.12877244873894464	0.4517261393464428	0.619376994970979	0.37541926968528233	0.30817719270070215	0.5346139328626431	0.6756000424437766	0.45871614737398003	0.5139904394565927
14|1	0.0790438708043879	0.0	0.0	0.0	0.0	0.0	0.08116297245516682	0.2194236859782865	0.5859603132240776	0.1326969124898528	0.3284901593333176	0.08039673618481989	0.0	0.0	0.10371741733174884	0.20251547151918312	0.0	0.0	0.0	0.8465898747909238	0.5413677555649173	0.6185309932411301	0.3883699884557239	0.3188884893466662	0.5538442155809425	0.6300564611642159	0.5659859143159629	0.5653383488760961
15|1	0.0	0.10200656090855073	0.14351347281599425	0.11278589749585247	0.6409683232511705	0.0	0.08402543134948491	0.3407434937058987	0.0	0.20606530860233907	0.08501884078755768	0.16646434285663442	0.0	0.13029461527772587	0.10737532727215866	0.41931559021555814	0.0	0.0	0.23348869136822684	0.5008271083904334	0.5530202073752283	0.6388417788472189	0.4382711753351095	0.3696169340995078	0.47396423136952637	0.5630243094628898	0.49408730370756504	0.5165614018273837
