ID	Xc1.A	Xc1.R	Xc1.N	Xc1.D	Xc1.C	Xc1.Q	Xc1.E	Xc1.G	Xc1.H	Xc1.I	Xc1.L	Xc1.K	Xc1.M	Xc1.F	Xc1.P	Xc1.S	Xc1.T	Xc1.W	Xc1.Y	Xc1.V	Xc2.lambda1	Xc2.lambda2	Xc2.lambda3	Xc2.lambda4	Xc2.lambda5	Xc2.lambda6	Xc2.lambda7	Xc2.lambda8	Xc2.lambda9	Xc2.lambda10
3053|0	0.07223510822466664	0.07689287073108582	0.0	0.08566026044971098	0.0	0.0	0.10902746103637957	0.07603695602596489	0.0	0.17368136900460887	0.08026123136074072	0.0688033615753212	0.0	0.0	0.053659172306992506	0.07223510822466664	0.18316770070762445	0.2605530520141696	0.2955208495913851	0.5263128882552865	0.4835617047729701	0.5350735177602648	0.6123628027496565	0.6029575608604977	0.4617911316965599	0.36559693514643876	0.4757487110885065	0.6244365015751898	0.3979045590774646	0.32470275930633674
1822|0	0.0	0.08099340723796943	0.07451731673608038	0.09022834357397903	0.0	0.0	0.0	0.08009184838584556	0.0	0.091471717180611	0.16908279103678509	0.0	0.20117705589388515	0.0	0.0	0.07608725596655329	0.0	0.0	0.0	0.11087601148910925	0.5930578441470606	0.4035863099862597	0.5280413596308975	0.552279505593248	0.6660974499185925	0.16495419600433373	0.5874046229155326	0.6884197181820164	0.4994146961517487	0.07383610959875576
1027|0	0.0	0.0	0.0	0.08460549402948647	0.0	0.07342156748598026	0.10768496564610439	0.0	0.0	0.08577138308480389	0.15854589035897082	0.20386848112796313	0.0	0.0	0.05299844710268749	0.0	0.0	0.12867238303280037	0.1459409961190298	0.0	0.6713184570325281	0.46717624943812364	0.6466352115773913	0.32055651098045906	0.646594361621164	0.57896719023251	0.48828259791260503	0.45527275623755326	0.4021055561334031	0.29175913555909694
1311|0	0.18328311233143504	0.0975506579145653	0.08975067874691049	0.21734693176500483	0.0	0.0	0.0	0.04823239798195659	0.0	0.22034203760131527	0.5091197564762086	0.0	0.48460621250574243	0.16667983195854805	0.1361501401086843	0.3665662246628701	0.1161884680779861	0.0	0.0	0.1335420775165882	0.34012960898832933	0.3249024106564286	0.3456102899715315	0.419150798791385	0.3838782222525018	0.33390776596195626	0.4571886125097037	0.4275888123540537	0.2663483907232273	0.31851152910491665
2612|0	0.26428491868968507	0.3516577082188496	0.12941591035445926	0.0783508031076726	0.0	0.0	0.04986203105234455	0.208645988439225	0.0	0.15886100129639583	0.0734124774138014	0.12586463332314526	0.0	0.12017191675771216	0.0	0.13214245934484253	0.0	0.0	0.4054557348819886	0.19256087835469374	0.47147058892435856	0.3662157157880684	0.6279683722901245	0.46389500395839006	0.6541223523541991	0.48925452181960755	0.5792358888100864	0.5360698104860984	0.5003640520894312	0.5080862977481407
1532|0	0.06446705316418319	0.13724785377077495	0.06313687829390105	0.0	0.0	0.0	0.048651405803446	0.06786005596229809	0.0	0.07750196770263032	0.0	0.06140435139593397	0.0	0.0	0.0	0.06446705316418319	0.0	0.0	0.0	0.2818283943809094	0.8472206895383417	0.4470557476553547	0.6989457556073423	0.2795895987136845	0.3546490771108944	0.6694426513264745	0.40868387084693214	0.724977325886038	0.057985407240112086	0.8625367238725046
2729|0	0.41219420616018587	0.08775454647842462	0.0	0.0	0.0	0.25451259700602097	0.24885676151699831	0.0	0.0	0.0	0.36639484992016524	0.157044670951333	0.43594168720330967	0.0	0.0	0.0	0.20904146707316487	0.0	0.0	0.0	0.4545121146200216	0.374902467188731	0.3560521852732914	0.3764778614046637	0.40365134416574994	0.4996857261393547	0.5075698042098976	0.37837250091180546	0.26228180666946954	0.5229364799758893
3902|0	0.0	0.07518675365394187	0.06917495296780034	0.16751922094023688	0.0	0.0	0.053304167060724716	0.03717491509267196	0.0	0.25474152898968966	0.0	0.06727673642746976	0.18675408601933582	0.0	0.0	0.07063233867607673	0.0	0.0	0.14448188178288682	0.20585397370602793	0.6095158771297636	0.42305149908521417	0.5888443683776515	0.6268837815575065	0.4852067331934106	0.3302064078525101	0.5899621542100251	0.37384122328433117	0.5035978069010367	0.44235470487095707
1971|0	0.0	0.0	0.08177588595476133	0.09901728963383556	0.0	0.0	0.06301407228278712	0.08789342056831892	0.13820396242445762	0.20076355510063654	0.09277638837766998	0.07953188964309385	0.0	0.1518695024874139	0.06202626256258706	0.08349874953990298	0.10586454662473391	0.0	0.0	0.12167620182520719	0.546149540393571	0.36647031537563973	0.32655424101620595	0.553114189831202	0.4211703639357804	0.19116266697440648	0.4716151895181168	0.4066021947470454	0.3108005236189325	0.5353776938972474
2623|0	0.0	0.07286854352000954	0.0670421028420676	0.0	0.0	0.07044634910885068	0.05166065601315716	0.036028712328119064	0.0	0.16459144099572184	0.3042424596596721	0.2608096537224159	0.36199190903426154	0.12450676242098269	0.0	0.13690910684685245	0.0	0.3703748064569963	0.0	0.09975347061003323	0.5351271564531543	0.3382416936476009	0.5032766059665944	0.5156572030855467	0.5600738434529713	0.3794101816447717	0.5678029489421172	0.6399942271522061	0.5040273423548636	0.5072575317684859
