ID	Schneider.Xr.A	Schneider.Xr.R	Schneider.Xr.N	Schneider.Xr.D	Schneider.Xr.C	Schneider.Xr.Q	Schneider.Xr.E	Schneider.Xr.G	Schneider.Xr.H	Schneider.Xr.I	Schneider.Xr.L	Schneider.Xr.K	Schneider.Xr.M	Schneider.Xr.F	Schneider.Xr.P	Schneider.Xr.S	Schneider.Xr.T	Schneider.Xr.W	Schneider.Xr.Y	Schneider.Xr.V	Grantham.Xr.A	Grantham.Xr.R	Grantham.Xr.N	Grantham.Xr.D	Grantham.Xr.C	Grantham.Xr.Q	Grantham.Xr.E	Grantham.Xr.G	Grantham.Xr.H	Grantham.Xr.I	Grantham.Xr.L	Grantham.Xr.K	Grantham.Xr.M	Grantham.Xr.F	Grantham.Xr.P	Grantham.Xr.S	Grantham.Xr.T	Grantham.Xr.W	Grantham.Xr.Y	Grantham.Xr.V	Schneider.Xd.1	Schneider.Xd.2	Schneider.Xd.3	Schneider.Xd.4	Grantham.Xd.1	Grantham.Xd.2	Grantham.Xd.3	Grantham.Xd.4
2|1	0.22340837222175985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4781130848507021	0.3627116865216688	0.0	0.17936802502262672	0.0	0.0	0.0	0.0	0.0	0.0	0.18422151345715063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.391179318982738	0.22708498969733332	0.0	0.13816613509295678	0.0	0.0	0.0	0.0	0.0	0.0	0.5385280675852815	0.7620512694047821	0.4605492520492778	0.4475409524535128	0.3517924650310799	0.6536831199918604	0.38467388543403735	0.48957314027199605
3|1	0.04834822622830544	0.0	0.0358088396375796	0.0	0.37168370530426775	0.0	0.12627756454976716	0.07520835191069736	0.0	0.2084323701621699	0.24832644570146442	0.18838828465955024	0.0	0.0	0.1746192092390762	0.32393344997159584	0.10409037407943111	0.0	0.34897695126981304	0.3709149459058748	0.009253282580375598	0.0	0.000295998606539462	0.0	0.44775752317817563	0.0	0.004208081592159715	0.042043456874176974	0.0	0.04373135939197157	0.04715661327782316	0.027375064377644545	0.0	0.0	0.017954481459881454	0.08011842299159881	0.037576975203979415	0.0	0.0614622054429609	0.07632764714796092	0.613445685604883	0.5068211362028553	0.6707186615695848	0.625470826140258	0.25794310656712555	0.49733047162755567	0.5394283511743022	0.6897717023767937
4|1	0.1304365060739098	0.152962141716892	0.024151764672973194	0.0	0.0	0.121703281993622	0.17033928233080847	0.07608796187644737	0.0	0.281160160750019	0.11165812574694586	0.21176845178881654	0.0	0.0	0.0588871643371672	0.2913084974771751	0.03510259261305253	0.08645878124704463	0.0	0.0	0.06396793711772453	0.06403848119791415	0.0005115595488839439	0.0	0.0	0.059011318737886634	0.014545232804432547	0.10899239738080396	0.0	0.15115743107159602	0.05433227337863999	0.07885158507680215	0.0	0.0	0.015514914991394716	0.18461953724281557	0.03247120097710341	0.02561539247916932	0.0	0.0	0.6152586266417013	0.6626326596184783	0.6735774164782343	0.7623197815425071	0.2423744520940962	0.512094151130727	0.5738726788176832	0.6508734442037849
7|1	0.07692241671475733	0.9922712403893689	0.028486075907591373	0.16342801374423013	0.0	0.14354433210227738	0.10045431032105837	0.05982854633370015	0.06396616782253564	0.24871318275590232	0.06584822866558933	0.0	0.1501214066734649	0.0	0.0	0.08589678729508388	0.0	0.0	0.0	0.09835477693284889	0.043539793336539956	0.47946590101716086	0.0006963862847960738	0.007425162419705793	0.0	0.08033213944779054	0.009900216559607919	0.09891427218151008	0.031791029275083635	0.15432801822327286	0.036981276261211504	0.0	0.0749291359345027	0.0	0.0	0.06283066845384125	0.0	0.0	0.0	0.05985785681675476	0.5985866474315007	0.7680195724899372	0.6243038414149513	0.5632948327675195	0.30801680108550994	0.5902265370524439	0.5160388615538299	0.5013175845422078
8|1	0.1551324304041024	0.0	0.0	0.0	0.0	0.0	0.0	0.060329278490484264	0.12900305920891464	0.0	0.6639934226571307	0.10074527629649307	0.0	0.4982051009426535	0.0	0.1732313926953644	0.0	0.0	0.0	0.0	0.09020606606287644	0.0	0.0	0.0	0.0	0.0	0.0	0.10246566057398414	0.06586488973038677	0.0	0.38309040924048543	0.044477853206428726	0.0	0.27061819818872584	0.0	0.13017304389833595	0.0	0.0	0.0	0.0	0.49633762663950004	0.5743007062769416	0.47692873560659316	0.24944693219542713	0.28230160181189684	0.7354788901001545	0.5008377521526037	0.33439757454005103
9|1	0.10622600818460429	0.18685594478526793	0.019668922673918923	0.037614318138156126	0.0	0.0	0.1387223756881309	0.10327528573503192	0.0	0.34346045945250303	0.045466554327788414	0.24144654865485635	0.10365507517212762	0.08528574423879201	0.04795703740564445	0.05930958243338897	0.0	0.07041104887595968	0.0	0.13582302514241404	0.05551932098313839	0.08337082184680605	0.00044399491489319193	0.00157801995271001	0.0	0.0	0.012624159621680335	0.1576618997881763	0.0	0.19678978984125828	0.02357814759526234	0.09581207903253286	0.047772559653442945	0.04163949073736864	0.01346577026312569	0.040058941282875314	0.0	0.022232219159151453	0.0	0.07632713229217733	0.7548294198877463	0.7716554787632179	0.5999224695666288	0.6521164999778748	0.30198189180327	0.5380742330458064	0.4929823066857199	0.6159361705483626
11|1	0.19506022987438773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4452753365064067	0.3377999335056375	0.0	0.4176216894658912	0.0	0.0	0.0	0.0	0.0	0.0	0.1685984583483029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3818720416483497	0.22168198684154314	0.0	0.337196916696726	0.0	0.0	0.0	0.0	0.0	0.0	0.5956002241353126	0.7298270867280316	0.47566436222244385	0.19058482132501775	0.36609800075677507	0.6854328443586446	0.4857002451622994	0.30548684168030726
12|1	0.06622877862425623	0.2071096224328459	0.016350656464278683	0.031268555182770386	0.028285718648934203	0.49435606417938266	0.28829767984609544	0.03434084817554027	0.11014737573495907	0.09517220091601283	0.30236857310498005	0.057346587333153995	0.08616783710100154	0.07089752339094336	0.07973279031738872	0.09860739436370396	0.023764326979544573	0.0	0.0	0.05645442968229987	0.031602594129951145	0.0843665215704001	0.0003369731676027565	0.001197649712121056	0.08495663356171868	0.23323068889521834	0.023952994242421605	0.04786345789088205	0.046149920252869236	0.04978501375452455	0.14315845186275933	0.02077636392619177	0.03625733135881723	0.03160259412996242	0.02043988842019977	0.06080604926815711	0.021389344550389038	0.0	0.0	0.028964515898472543	0.6253487670443588	0.7129648008198726	0.6657077519648914	0.9283349606050528	0.253236689929161	0.543435794416281	0.4613888328891644	0.714869026549242
14|1	0.0528127621521398	0.0	0.0	0.0	0.0	0.0	0.1379381934349834	0.08215318556999525	0.26350420212530823	0.22767927696459891	0.36167629538226015	0.06859476514534893	0.0	0.0	0.190743766300551	0.2358972476837383	0.0	0.0	0.0	0.9453866281815225	0.027745149136659212	0.0	0.0	0.0	0.0	0.0	0.012617560345699774	0.12606358565863562	0.12155044121969039	0.13112461202172035	0.1885265770005783	0.027360569512711784	0.0	0.0	0.05383492414165238	0.16015200192921705	0.0	0.0	0.0	0.5340106261325775	0.5360079227688551	0.6712662981646547	0.5590354090321153	0.5297438185511741	0.2914745023265642	0.7341647004577538	0.3973717795041269	0.4404919009162428
15|1	0.0	0.10492880943139532	0.033135204363086534	0.06336687266245813	0.34393227086759054	0.0	0.11684916211130843	0.10438948045763856	0.0	0.28930492796357	0.07659512390754016	0.11621496023483818	0.0	0.1436764286209503	0.16158142074464737	0.3996629947049578	0.0	0.0	0.16146044824916503	0.45762788027777895	0.0	0.017899449070338625	0.00028597286882537135	0.0010163875256290194	0.4325915751374818	0.0	0.004065550102516159	0.06092911104316928	0.0	0.06337520866650524	0.01518645886074447	0.017631897631496796	0.0	0.026819596853845357	0.017346347104068946	0.10320632040145569	0.0	0.0	0.02969021276881351	0.09832314857055714	0.5301041765006934	0.5585783734059148	0.7193014210678822	0.6885941338808274	0.22834344844907412	0.5045758587134606	0.5466041080666165	0.7138267715373724
16|1	0.09280404731671169	0.0	0.0	0.0	0.0	0.3463618424227131	0.0	0.07218092569077575	0.15434562560051376	0.0	0.15888689902876207	0.12053661976416365	0.0	0.29803858316968945	0.0	0.0	0.0	0.24605764344069253	0.0	0.0	0.06770900567743199	0.0	0.0	0.0	0.0	0.24985002771641335	0.0	0.15382220501024432	0.09887685800619392	0.0	0.11501962928370837	0.06677048111542574	0.0	0.2031270170323684	0.0	0.0	0.0	0.10845388067523914	0.0	0.0	0.45309549025124196	0.4083563196036479	0.3424358504722258	0.34741223155745293	0.4421794191729093	0.5633595232893601	0.30788464644840835	0.5824889580333985
18|1	0.22998353136188285	0.0	0.04258399964319936	0.0	0.14733586207812108	0.0	0.0	0.044719019987032774	0.0	0.24786851700445042	0.29531069373302077	0.22403201913044374	0.0	0.5539410819460647	0.20765778559685236	0.12840760417095684	0.0	0.0	0.0	0.294062249879719	0.07224067622674145	0.0	0.000577717672427225	0.0	0.2913047881390262	0.0	0.0	0.04102932836426332	0.0	0.08535303410842265	0.09203830106133541	0.053429503130751434	0.0	0.16254152151022622	0.03504280428853174	0.05212392651706125	0.0	0.0	0.0	0.0993154014421297	0.5011921520328044	0.6146539123146447	0.5211281589348248	0.5919244437230777	0.3073689680162554	0.6200511273975728	0.3817454199314402	0.6092091482499861
19|1	0.19415903222251413	0.0	0.04793426213275265	0.0	0.16584717014799275	0.0	0.0	0.05033752687250366	0.0	0.4185161528308474	0.554022650236749	0.16811963211701322	0.0	0.4156922357471064	0.23374795256687694	0.14454076201722768	0.06966848586994569	0.0	0.23357295055856686	0.0	0.05573874676376687	0.0	0.0005943329202014295	0.0	0.2996827579740268	0.0	0.0	0.04220933806332148	0.0	0.1317117004485472	0.15780889423703906	0.036644095823017635	0.0	0.11147749352757351	0.03605064064830703	0.053623018539652095	0.03772523402460742	0.0	0.061704702718026416	0.0	0.6416772991761023	0.5677936561382151	0.49714340281400254	0.33562476097975263	0.3625550717766554	0.6372378304526939	0.3537431276893882	0.5341078564723992
20|1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05053242287390551	0.10805428646060405	0.14004551890927763	0.3337006235653324	0.3375411098387875	0.2535912660199815	0.0	0.0	0.0	0.0	0.17226003643911023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14055355494962	0.09034777452380037	0.1461963045454592	0.3152942278469641	0.24404353027807116	0.21294311109264422	0.0	0.0	0.0	0.0	0.09909868653860186	0.0	0.0	0.6636973368653623	0.7205799081786814	0.23891110320959077	0.39335402461647223	0.3403626288775173	0.7942763690299401	0.2687418844665792	0.42325985178861913
23|1	0.2578570171408059	0.30238744340666107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07357815208656907	0.1674561300249768	0.16774415827896177	0.13801722064042118	0.07760848043189347	0.0	0.0	0.22789124618593948	0.0	0.0	0.18766629074942895	0.18787324983646125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05313253624853625	0.09253251024084283	0.1076538030486307	0.09383314537476126	0.030344645342866114	0.0	0.0	0.1001990665794603	0.0	0.0	0.6199264496504591	0.8161154507192795	0.646945272999815	0.3393012715952798	0.2437642134543691	0.6462735413766164	0.6052133597340597	0.40841481114670586
24|1	0.09043188370315704	0.0	0.0	0.0	0.0	0.0	0.0	0.14067181909379983	0.0	0.3898577740881759	0.619302368393016	0.11745558405750292	0.0	0.5808408420006838	0.16330634290157747	0.6058942459867057	0.0	0.0	0.0	0.2312565862880639	0.03375121756728805	0.0	0.0	0.0	0.0	0.0	0.0	0.15335291534819206	0.0	0.15950951595080182	0.229337441518931	0.03328338693873882	0.0	0.20250730540380052	0.03274435881518821	0.2922308166911836	0.0	0.0	0.0	0.09280133844082296	0.4081637329401204	0.5584724145290307	0.340587538714042	0.25506866716359083	0.36438720998425506	0.8432728522170506	0.37069264704486343	0.197655897869573
25|1	0.0	0.5911001594228413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10787168509321855	0.08183486724759569	0.0	0.0	0.0	0.0	0.0	0.6682150080406322	0.0	0.16112347651134915	0.0	0.6347169140518338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1346284774686769	0.07815368792615351	0.0	0.0	0.0	0.0	0.0	0.5077735312415396	0.0	0.21790951915388976	0.6459398145118065	0.7778474144360188	0.26223325841074596	0.35476279011145334	0.4001813796278875	0.6961552441656359	0.23141917447976934	0.5279553070789156
28|1	0.06987334335146851	0.08194006854111997	0.025875647797286013	0.04948389214873412	0.2685805166484739	0.2607802206821576	0.0	0.10869186743561768	0.05810438878585343	0.15061428000615323	0.059813979944211	0.181507097216657	0.0	0.112198513189472	0.06309035984747612	0.23407594175233487	0.07521622833990164	0.0	0.37825875280325116	0.08934166907899035	0.016995457288986365	0.01701419994282007	0.00027182957136259365	0.0009661202706566397	0.41119698846850283	0.06271419041266023	0.0	0.07722100447919217	0.01240940847011692	0.040160583245983456	0.014435385495092766	0.03351976147363588	0.0	0.02549318593348864	0.008244226309603492	0.07357655103403263	0.03450872009912233	0.0	0.08466549127993454	0.023365100543223234	0.6605352194179575	0.5446237462224499	0.6818267880830836	0.8032817776229522	0.25638229343101954	0.5180208631226662	0.46424518476670645	0.7458272263883798
29|1	0.06394988280324052	0.1499873207364991	0.0	0.090577864226193	0.0	0.0	0.0	0.0	0.0	0.1378460667960226	0.10948658884653988	0.16611996847747304	0.0	0.41074787179272837	0.0	0.0	0.06883982870325032	0.0	0.23079476617563294	0.16353559148611294	0.05267469291146337	0.10546556551944788	0.0	0.00598866952586876	0.0	0.0	0.0	0.0	0.0	0.12447128392351764	0.08948032231005115	0.10388912237351024	0.0	0.3160481574688929	0.0	0.0	0.10695424095277903	0.0	0.17493807031438488	0.1448327603114648	0.7561720721560803	0.3403837675606467	0.4889918059962579	0.526555308619662	0.5993639409970763	0.27337063764209946	0.5101954208236568	0.5657554388310254
